rank,priority_tier,lead_score,conversion_probability,address,city,zip_code,lat,lon,hail_size,roof_age,property_value,square_footage,social_trigger,social_pressure_score,nearby_permits_6mo,agent4_recommendation,agent5_recommendation,trigger_description,sii_score,risk_score,primary_persona,property_id,storm_id
305,A,100.0,0.0918,3904 Main St,Dallas,75254.0,32.783453054325676,-96.86849859000874,2.5,29,409045,1496,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,105.27400209858912,79.72414208456505,Proof_Seeker,prop_02904,STORM_DFW_20260115
306,A,100.0,0.11340000000000001,2337 Main St,Dallas,75231.0,32.83076847272939,-96.68386173143044,2.2,30,435572,3585,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,120.35705214133478,87.51082124980051,Deal_Hunter,prop_01337,STORM_DFW_20260128
307,A,100.0,0.08330000000000001,2341 Main St,Dallas,75214.0,32.765486887021794,-96.75213319797291,2.5,45,438746,2638,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,87.61441147268164,69.70786164127747,Family_Protector,prop_01341,STORM_DFW_20260115
308,A,100.0,0.09585,2353 Main St,Dallas,75216.0,32.84427729812454,-96.76388718206549,2.5,36,519743,2358,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,109.54151850049556,77.44119740028073,Family_Protector,prop_01353,STORM_DFW_20260115
309,A,100.0,0.09585,2362 Main St,Dallas,75237.0,32.81358997506904,-96.86793455615097,2.5,66,508303,2760,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,115.35087019687084,86.86108877325957,Status_Conscious,prop_01362,STORM_DFW_20260115
310,A,100.0,0.11340000000000001,2364 Main St,Dallas,75254.0,32.846633906724584,-96.66779832333128,2.2,35,405142,2929,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,118.22072704047636,90.0197350651168,Status_Conscious,prop_01364,STORM_DFW_20260128
311,A,100.0,0.11340000000000001,2379 Main St,Dallas,75254.0,32.804585255430474,-96.81526080175854,2.2,59,460503,1637,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,111.4155274184969,85.38669311513547,Family_Protector,prop_01379,STORM_DFW_20260128
312,A,100.0,0.0918,2386 Main St,Dallas,75230.0,32.85874193770598,-96.818931581653,2.5,57,414836,2054,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,74.36104729786027,65.07341542779713,Status_Conscious,prop_01386,STORM_DFW_20260115
313,A,100.0,0.0918,2389 Main St,Dallas,75206.0,32.76283686241509,-96.75467416892535,2.5,58,414285,2066,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,118.4217950410224,76.27049807987495,Deal_Hunter,prop_01389,STORM_DFW_20260115
314,A,100.0,0.08910000000000001,2392 Main St,Dallas,75254.0,32.67762737152626,-96.92718340765335,2.5,48,394735,4606,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,77.45506394208425,64.5917449696843,Proof_Seeker,prop_01392,STORM_DFW_20260115
315,A,100.0,0.08330000000000001,2401 Main St,Dallas,75254.0,32.676985764886496,-96.85229945565078,2.5,42,450573,2412,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,115.68529394693982,74.98302632470931,Proof_Seeker,prop_01401,STORM_DFW_20260115
316,A,100.0,0.0945,2410 Main St,Dallas,75216.0,32.68845236301103,-96.92390924509759,2.5,38,261142,1816,joneses,100,4,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 4 neighbors got new roofs in last 6 months!,92.8265680036294,76.79531933816494,Deal_Hunter,prop_01410,STORM_DFW_20260115
317,A,100.0,0.11340000000000001,1629 Main St,Dallas,75228.0,32.7024310833032,-96.79599646081815,2.2,38,421190,3272,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,87.49687854536316,59.837120872466095,Proof_Seeker,prop_00629,STORM_DFW_20260128
318,A,100.0,0.08910000000000001,1630 Main St,Dallas,75224.0,32.84070487576536,-96.70806783154295,2.5,60,357693,2903,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,93.1063589575428,72.14123277538404,Deal_Hunter,prop_00630,STORM_DFW_20260115
319,A,100.0,0.0781,2425 Main St,Dallas,75206.0,32.91623560893081,-96.69388136218691,2.5,58,538102,3258,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,95.95413789647304,85.04891704049747,Deal_Hunter,prop_01425,STORM_DFW_20260115
320,A,100.0,0.086975,3793 Main St,Dallas,75224.0,32.70456253495283,-96.92198628386937,2.5,45,545714,3253,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,99.1241700685068,73.77309268319253,Deal_Hunter,prop_02793,STORM_DFW_20260115
321,A,100.0,0.09860000000000001,3796 Main St,Dallas,75224.0,32.648624468608105,-96.74688894286238,2.5,33,403775,3506,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,110.62574609458171,85.1900046057765,Family_Protector,prop_02796,STORM_DFW_20260115
322,A,100.0,0.0918,3805 Main St,Dallas,75211.0,32.91989237239745,-96.83395681166773,2.5,43,429170,3602,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,74.87572125849817,65.38573032469345,Proof_Seeker,prop_02805,STORM_DFW_20260115
323,A,100.0,0.09570000000000001,3808 Main St,Dallas,75253.0,32.76977003194039,-96.87462669918858,2.5,31,340558,3456,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,85.20824833159895,54.64682043632934,Family_Protector,prop_02808,STORM_DFW_20260115
324,A,100.0,0.11745,3810 Main St,Dallas,75211.0,32.70090209474572,-96.87185511597507,2.2,48,504310,3479,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,74.2036413408817,64.22623250108654,Proof_Seeker,prop_02810,STORM_DFW_20260128
325,A,100.0,0.11745,3816 Main St,Dallas,75217.0,32.77636869936078,-96.87459508884875,2.2,63,346726,2134,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,98.03067425747015,78.20349030775121,Deal_Hunter,prop_02816,STORM_DFW_20260128
326,A,100.0,0.08910000000000001,3826 Main St,Dallas,75217.0,32.84535843268098,-96.93497927409551,2.5,40,336326,2865,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,73.55090949437997,74.19350229116013,Family_Protector,prop_02826,STORM_DFW_20260115
327,A,100.0,0.09860000000000001,3832 Main St,Dallas,75212.0,32.662250787079444,-96.77126651872068,2.5,47,463943,1960,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,74.9698416492389,55.802016557360446,Family_Protector,prop_02832,STORM_DFW_20260115
328,A,100.0,0.08910000000000001,1345 Main St,Dallas,75220.0,32.81145502941566,-96.70344016279688,2.5,52,345752,3249,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,95.13440131519054,75.92351325419801,Status_Conscious,prop_00345,STORM_DFW_20260115
329,A,100.0,0.08330000000000001,1348 Main St,Dallas,75241.0,32.73908378438794,-96.74633704068779,2.5,26,456066,2925,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,80.35566871632525,71.00577406000443,Family_Protector,prop_00348,STORM_DFW_20260115
330,A,100.0,0.08910000000000001,1351 Main St,Dallas,75204.0,32.88364695235649,-96.9409586453152,2.5,61,340198,1982,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,91.404472212076,81.39813752429836,Status_Conscious,prop_00351,STORM_DFW_20260115
331,A,100.0,0.11745,3840 Main St,Dallas,75226.0,32.74443745586884,-96.71180844484832,2.2,34,514291,3014,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,100.8450457359924,83.43901732855296,Proof_Seeker,prop_02840,STORM_DFW_20260128
332,A,100.0,0.08910000000000001,3841 Main St,Dallas,75248.0,32.8529794920041,-96.82855781513652,2.5,50,304039,1310,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,81.70343128094841,74.30480192743903,Deal_Hunter,prop_02841,STORM_DFW_20260115
333,A,100.0,0.11340000000000001,3750 Main St,Dallas,75237.0,32.7431497118381,-96.7211818586522,2.2,40,482278,2551,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,83.71395166547374,61.05694028014796,Family_Protector,prop_02750,STORM_DFW_20260128
334,A,100.0,0.0918,3757 Main St,Dallas,75220.0,32.893742341218804,-96.7438097940993,2.5,49,417622,3504,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,109.8147410780958,87.42045342887576,Proof_Seeker,prop_02757,STORM_DFW_20260115
335,A,100.0,0.08330000000000001,3760 Main St,Dallas,75212.0,32.67089091328369,-96.78759801402902,2.5,50,415376,3606,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,108.82647046251743,94.06560237805311,Family_Protector,prop_02760,STORM_DFW_20260115
336,A,100.0,0.08910000000000001,3763 Main St,Dallas,75254.0,32.76100202762312,-96.75436692949233,2.5,38,383204,2558,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,78.7408584760165,58.96365675981741,Proof_Seeker,prop_02763,STORM_DFW_20260115
337,A,100.0,0.08910000000000001,3775 Main St,Dallas,75210.0,32.75654480066284,-96.81618590776442,2.5,62,327345,1744,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,101.45970128947438,76.3482072434467,Proof_Seeker,prop_02775,STORM_DFW_20260115
338,A,100.0,0.09585,3781 Main St,Dallas,75226.0,32.87979489921555,-96.78601774722087,2.5,46,517649,2829,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,95.24064009175588,87.45743259969936,Deal_Hunter,prop_02781,STORM_DFW_20260115
339,A,100.0,0.0781,1354 Main St,Dallas,75238.0,32.647870624220126,-96.80944443134389,2.5,32,549087,1753,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,110.67383116013826,83.41356312964321,Family_Protector,prop_00354,STORM_DFW_20260115
340,A,100.0,0.086975,1357 Main St,Dallas,75208.0,32.80243267438204,-96.7432800186513,2.5,41,507513,2222,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,86.23362232199031,56.42501177972927,Proof_Seeker,prop_00357,STORM_DFW_20260115
341,A,100.0,0.09135,1358 Main St,Dallas,75226.0,32.90876907242748,-96.66747787900505,1.8,58,524466,1462,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,113.17057325168112,82.85667247665215,Status_Conscious,prop_00358,STORM_DFW_20260122
342,A,100.0,0.086975,1363 Main St,Dallas,75206.0,32.79038503679478,-96.93223372563777,2.5,29,542663,3563,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,78.46777209343168,61.30554542344255,Proof_Seeker,prop_00363,STORM_DFW_20260115
343,A,100.0,0.08330000000000001,3790 Main St,Dallas,75248.0,32.840216841723816,-96.66292913016184,2.5,44,438465,2206,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.8280331998215,62.901613902483255,Family_Protector,prop_02790,STORM_DFW_20260115
344,A,100.0,0.08330000000000001,3658 Main St,Dallas,75220.0,32.690298216409595,-96.67412399148387,2.5,42,437501,2378,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,86.65483962515066,74.19273976777826,Family_Protector,prop_02658,STORM_DFW_20260115
345,A,100.0,0.11340000000000001,3699 Main St,Dallas,75224.0,32.858576444562836,-96.82046772741916,2.2,44,459577,2094,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,117.7015224687381,86.50125845258552,Deal_Hunter,prop_02699,STORM_DFW_20260128
346,A,100.0,0.0918,3700 Main St,Dallas,75238.0,32.78308881429624,-96.87808511489503,2.5,52,465969,2009,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,81.6253521814847,69.461050149433,Status_Conscious,prop_02700,STORM_DFW_20260115
347,A,100.0,0.0918,3721 Main St,Dallas,75228.0,32.86165952398959,-96.93246073025725,2.5,30,412409,2984,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,73.9836662840785,66.25168610900035,Status_Conscious,prop_02721,STORM_DFW_20260115
348,A,100.0,0.0918,3724 Main St,Dallas,75231.0,32.74610158788635,-96.76233421304204,2.5,66,443506,2818,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,99.88203941606264,86.7131292021372,Family_Protector,prop_02724,STORM_DFW_20260115
349,A,100.0,0.08910000000000001,1381 Main St,Dallas,75220.0,32.83572114960924,-96.85598433691126,2.5,28,381208,2934,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,84.77868596482041,59.98501849309163,Family_Protector,prop_00381,STORM_DFW_20260115
350,A,100.0,0.0781,3739 Main St,Dallas,75254.0,32.64938151218502,-96.85398979279626,2.5,57,550576,1516,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,102.1189912901182,86.5175764679483,Status_Conscious,prop_02739,STORM_DFW_20260115
351,A,100.0,0.11745,3741 Main St,Dallas,75204.0,32.69431438040203,-96.68685435469966,2.2,63,518268,1929,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,81.11579876405898,71.36520313280319,Family_Protector,prop_02741,STORM_DFW_20260128
352,A,100.0,0.0781,3745 Main St,Dallas,75226.0,32.86109655672419,-96.71801152640082,2.5,30,540465,1889,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,99.99760846695828,79.36874321501531,Family_Protector,prop_02745,STORM_DFW_20260115
353,A,100.0,0.08330000000000001,2440 Main St,Dallas,75230.0,32.91767361383218,-96.77516891699392,2.5,61,441730,1728,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,100.7227779906702,81.77242255789089,Family_Protector,prop_01440,STORM_DFW_20260115
354,A,100.0,0.0918,2458 Main St,Dallas,75209.0,32.69140254571931,-96.65818022484166,2.5,36,475251,2586,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,82.34964943533085,56.454816628796365,Proof_Seeker,prop_01458,STORM_DFW_20260115
355,A,100.0,0.08330000000000001,2464 Main St,Dallas,75217.0,32.9265241177312,-96.76151449369588,2.5,38,454849,3696,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,72.39570933324953,64.63043276590226,Family_Protector,prop_01464,STORM_DFW_20260115
356,A,100.0,0.11745,2490 Main St,Dallas,75227.0,32.69796323926229,-96.87713625615446,2.2,46,388971,2206,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,97.26800118002548,80.00498022281413,Deal_Hunter,prop_01490,STORM_DFW_20260128
357,A,100.0,0.11340000000000001,2499 Main St,Dallas,75208.0,32.885700094871545,-96.85932531297819,2.2,47,469212,2603,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,76.61539030119506,55.70526408362798,Family_Protector,prop_01499,STORM_DFW_20260128
358,A,100.0,0.08330000000000001,2506 Main St,Dallas,75212.0,32.800751710768196,-96.67825528053194,2.5,47,420486,3452,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,79.18876323206479,66.71127160743404,Family_Protector,prop_01506,STORM_DFW_20260115
359,A,100.0,0.0918,2515 Main St,Dallas,75243.0,32.628968862493444,-96.85652393903793,2.5,38,439071,1933,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,80.35717585357271,65.59203997278829,Proof_Seeker,prop_01515,STORM_DFW_20260115
360,A,100.0,0.09135,1612 Main St,Dallas,75220.0,32.815070116847274,-96.94303135612842,2.5,35,255975,2686,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,102.26935201104168,76.536954324287,Proof_Seeker,prop_00612,STORM_DFW_20260115
361,A,100.0,0.0918,1615 Main St,Dallas,75243.0,32.90296172015954,-96.66656134475217,2.5,39,419039,3379,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,78.73021494041102,63.10444199665047,Status_Conscious,prop_00615,STORM_DFW_20260115
362,A,100.0,0.0918,2527 Main St,Dallas,75228.0,32.71888698947789,-96.91771698856729,2.5,45,441956,3183,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,85.21177877810297,60.67636687964378,Status_Conscious,prop_01527,STORM_DFW_20260115
363,A,100.0,0.08910000000000001,3562 Main St,Dallas,75202.0,32.64176780343919,-96.8977809235204,2.5,36,342044,2722,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,80.77232203500873,68.65167176649902,Family_Protector,prop_02562,STORM_DFW_20260115
364,A,100.0,0.11745,3564 Main St,Dallas,75202.0,32.74756198478979,-96.70914798641793,2.2,54,555016,2224,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,75.29099957194069,63.23260910717303,Family_Protector,prop_02564,STORM_DFW_20260128
365,A,100.0,0.08910000000000001,3577 Main St,Dallas,75207.0,32.807747928813015,-96.81097513081272,2.5,31,368843,2724,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,78.00888361691469,65.0854427657148,Deal_Hunter,prop_02577,STORM_DFW_20260115
366,A,100.0,0.0781,3580 Main St,Dallas,75229.0,32.66357620353961,-96.84049542015913,2.5,26,501841,4518,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,75.75059419505921,55.5511224431182,Family_Protector,prop_02580,STORM_DFW_20260115
367,A,100.0,0.11340000000000001,3585 Main St,Dallas,75237.0,32.81413515883682,-96.6845758779533,2.2,38,434539,2180,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,76.13966839095004,61.82183942660101,Deal_Hunter,prop_02585,STORM_DFW_20260128
368,A,100.0,0.0918,3586 Main St,Dallas,75201.0,32.64823274186795,-96.66538420940664,2.5,62,453921,2004,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,108.32394179851896,72.59315411269162,Deal_Hunter,prop_02586,STORM_DFW_20260115
369,A,100.0,0.09135,3604 Main St,Dallas,75209.0,32.626740407901345,-96.81702472030729,2.5,64,221345,1910,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,98.85643679398076,97.03740001709048,Proof_Seeker,prop_02604,STORM_DFW_20260115
370,A,100.0,0.08910000000000001,3616 Main St,Dallas,75207.0,32.73477017564013,-96.87633021962165,2.5,46,393312,3321,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,77.94540000330032,64.07124329549501,Proof_Seeker,prop_02616,STORM_DFW_20260115
371,A,100.0,0.0781,3619 Main St,Dallas,75214.0,32.72070437527554,-96.7340644849328,2.5,44,548731,1926,none,20,0,IMMEDIATE_OUTREACH,,No recent permit activity nearby,107.88572979291897,83.35668339645923,Status_Conscious,prop_02619,STORM_DFW_20260115
372,A,100.0,0.08910000000000001,3634 Main St,Dallas,75235.0,32.840613815190295,-96.67576590185615,2.5,56,327113,4234,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,113.8691957176742,75.53273219895338,Proof_Seeker,prop_02634,STORM_DFW_20260115
373,A,100.0,0.08910000000000001,3643 Main St,Dallas,75237.0,32.819944766442774,-96.92137745515751,2.5,65,305151,1371,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,90.64851448988608,91.9638379104123,Proof_Seeker,prop_02643,STORM_DFW_20260115
374,A,100.0,0.08910000000000001,3649 Main St,Dallas,75243.0,32.764009881547786,-96.92547939687577,2.5,68,303184,3179,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,107.79294361400844,81.19710729238469,Proof_Seeker,prop_02649,STORM_DFW_20260115
375,A,100.0,0.0918,3655 Main St,Dallas,75214.0,32.75165132957116,-96.84889796945117,2.5,31,416150,2770,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,80.44268172101224,70.77113137292105,Proof_Seeker,prop_02655,STORM_DFW_20260115
376,A,100.0,0.08330000000000001,3445 Main St,Dallas,75220.0,32.717399974805446,-96.82382039082852,2.5,45,437971,2480,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,116.74578200787288,81.25720091129004,Family_Protector,prop_02445,STORM_DFW_20260115
377,A,100.0,0.08330000000000001,3448 Main St,Dallas,75254.0,32.643994274659704,-96.74128616935259,2.5,34,400899,2324,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,80.3907510500014,65.60057849153742,Proof_Seeker,prop_02448,STORM_DFW_20260115
378,A,100.0,0.0918,3463 Main St,Dallas,75254.0,32.79751320835468,-96.72306436134286,2.5,31,422815,2086,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,99.25799113082992,86.97129751164545,Deal_Hunter,prop_02463,STORM_DFW_20260115
379,A,100.0,0.11340000000000001,3477 Main St,Dallas,75238.0,32.86385293828246,-96.871039650989,2.2,53,466207,2340,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,71.133115300676,71.03203361467494,Deal_Hunter,prop_02477,STORM_DFW_20260128
380,A,100.0,0.12614999999999998,3486 Main St,Dallas,75230.0,32.771722230791944,-96.83520286103175,2.2,24,560861,3690,joneses,90,2,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 2 neighbors got new roofs in last 6 months!,73.12981812111052,61.96153141834589,Family_Protector,prop_02486,STORM_DFW_20260128
381,A,100.0,0.0918,3505 Main St,Dallas,75220.0,32.659479263092884,-96.70161095169524,2.5,59,418033,4085,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,101.63324334266149,99.12954271779276,Deal_Hunter,prop_02505,STORM_DFW_20260115
382,A,100.0,0.11340000000000001,3507 Main St,Dallas,75243.0,32.758444944990124,-96.78347497614203,2.2,33,437202,1895,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,115.73544709455582,84.59110898362512,Deal_Hunter,prop_02507,STORM_DFW_20260128
383,A,100.0,0.08330000000000001,3535 Main St,Dallas,75206.0,32.876943379100204,-96.77805068346382,2.5,49,449227,4218,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,106.1160655095202,72.90216537515741,Family_Protector,prop_02535,STORM_DFW_20260115
384,A,100.0,0.086975,3553 Main St,Dallas,75254.0,32.91100640778934,-96.92106274786396,2.5,68,548849,1417,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,97.4095847036363,81.72019345652346,Deal_Hunter,prop_02553,STORM_DFW_20260115
385,A,100.0,0.11745,3555 Main St,Dallas,75249.0,32.91323456218751,-96.81212499412392,2.2,75,554288,2164,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,79.93667186045698,61.67612396904308,Status_Conscious,prop_02555,STORM_DFW_20260128
386,A,100.0,0.09585,2530 Main St,Dallas,75253.0,32.720092309746796,-96.70055862416714,2.5,48,540131,3301,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,87.93456433264264,64.10884125094425,Deal_Hunter,prop_01530,STORM_DFW_20260115
387,A,100.0,0.09735,2539 Main St,Dallas,75209.0,32.784249015100116,-96.81032996540297,2.5,48,349092,2259,joneses,95,3,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 3 neighbors got new roofs in last 6 months!,104.75594026601816,74.47124374967336,Deal_Hunter,prop_01539,STORM_DFW_20260115
388,A,100.0,0.08910000000000001,2551 Main St,Dallas,75241.0,32.807183546043895,-96.70743324856082,2.5,34,388432,3099,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,73.56184465832158,61.70918728091835,Family_Protector,prop_01551,STORM_DFW_20260115
389,A,100.0,0.08330000000000001,2560 Main St,Dallas,75235.0,32.732726413790814,-96.7183611138649,2.5,51,426427,1548,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,84.7114678292234,64.81347230005963,Family_Protector,prop_01560,STORM_DFW_20260115
390,A,100.0,0.10030000000000001,2566 Main St,Dallas,75206.0,32.82696496978744,-96.8711487797929,2.5,48,468114,2058,joneses,95,3,IMMEDIATE_OUTREACH,, HIGH SOCIAL PRESSURE: 3 neighbors got new roofs in last 6 months!,76.4470059327817,56.47033092448659,Family_Protector,prop_01566,STORM_DFW_20260115
