property_id,address,city,zip_code,estimated_value,square_footage,property_age,risk_score,sii_score,primary_persona,recommended_play,median_household_income,homeownership_rate,risk_tolerance,price_sensitivity,sii_band,universal_control
prop_00621,1621 Main St,Dallas,75218.0,303000.41043563,3079.7701124798127,68,78.4533500487835,102.32326772958832,Deal_Hunter,Safety_Warranty,74450,84.62,49.63,50.37,High,False
prop_00622,1622 Main St,Dallas,75209.0,469213.3236055546,3422.392601324819,42,86.65994588662997,110.16779305028739,Proof_Seeker,Premium_Standard,37226,30.96,24.82,75.18,,False
prop_00623,1623 Main St,Dallas,75202.0,408416.2496267794,2791.0095774647302,52,82.20320285372621,111.08583139244693,Family_Protector,Financing_Aggressive,94451,3.07,62.97,37.03,,False
prop_00624,1624 Main St,Dallas,75207.0,164860.9001099716,2758.9529419619903,49,86.54102469162103,93.30946361264247,Proof_Seeker,Safety_Standard,71302,16.11,47.53,52.47,High,False
prop_00625,1625 Main St,Dallas,75216.0,536244.857754621,3160.241251402398,60,86.62424787258482,107.99507785390834,Status_Conscious,Impact_Report_Standard,181944,49.04,100.0,0.0,High,False
prop_00626,1626 Main St,Dallas,75249.0,263796.4058670712,2243.7564616935833,66,86.88041781194075,93.90287856302294,Family_Protector,Premium_Standard,178472,62.43,100.0,0.0,High,False
prop_00627,1627 Main St,Dallas,75218.0,208654.97438241242,2766.2807332916204,72,62.43529064530902,73.55576774315234,Status_Conscious,Impact_Report_Standard,144375,82.51,96.25,3.75,Med,False
prop_00628,1628 Main St,Dallas,75241.0,197592.09511858135,3676.5335477236636,61,82.89599222656085,94.18495686020738,Proof_Seeker,Financing_Standard,83842,6.38,55.89,44.11,High,False
prop_00629,1629 Main St,Dallas,75228.0,421190.3861113055,3272.0388288210993,38,59.837120872466095,87.49687854536316,Proof_Seeker,Impact_Report_Standard,58934,19.43,39.29,60.71,Med,False
prop_00630,1630 Main St,Dallas,75224.0,357693.69195064815,2903.5033714265574,60,72.14123277538404,93.10635895754281,Deal_Hunter,Impact_Report_Standard,178472,62.43,100.0,0.0,High,False
prop_00631,1631 Main St,Dallas,75223.0,228867.54931479547,1576.2690101389098,43,58.65446720671761,74.99340928736184,Status_Conscious,Safety_Warranty,124250,28.56,82.83,17.17,Med,False
prop_00632,1632 Main St,Dallas,75226.0,203074.63307746363,2521.353910765554,30,54.832759945424016,66.85618505218291,Status_Conscious,Impact_Report_Standard,50917,63.77,33.94,66.06,Low,False
prop_00633,1633 Main St,Dallas,75211.0,291149.30208950525,1776.4425160752585,33,72.05949875643736,92.7443516941434,Deal_Hunter,Safety_Warranty,49663,11.88,33.11,66.89,High,False
prop_00634,1634 Main St,Dallas,75235.0,163053.9410123426,1324.1838627252716,8,59.47216996664352,75.04631029932882,Family_Protector,Impact_Report_Standard,46667,49.3,31.11,68.89,Med,False
prop_00635,1635 Main St,Dallas,75216.0,329282.7971179035,1479.6223267608036,75,103.38546667343026,99.9158484659808,Deal_Hunter,Premium_Standard,43573,7.19,29.05,70.95,High,False
prop_00636,1636 Main St,Dallas,75241.0,228626.7583589801,3948.648083657579,58,73.11833691857393,94.71907051196041,Deal_Hunter,Safety_Standard,128000,51.3,85.33,14.67,High,False
prop_00637,1637 Main St,Dallas,75248.0,254375.1833166405,1870.9103043454627,29,91.31847118492064,100.10449100645991,Family_Protector,Impact_Report_Premium,43527,0.0,29.02,70.98,High,False
prop_00638,1638 Main St,Dallas,75206.0,190118.9628130189,1553.1891293822075,45,57.67970037207823,69.53934349575336,Status_Conscious,Financing_Standard,150688,39.07,100.0,0.0,Low,True
prop_00639,1639 Main St,Dallas,75248.0,427465.62796735,3537.7719643821024,38,60.71080646794673,84.15834126113458,Deal_Hunter,Financing_Standard,58934,19.43,39.29,60.71,Med,False
prop_00640,1640 Main St,Dallas,75207.0,282381.8969310189,1331.6506503076766,59,84.6590187004224,104.39366306165378,Family_Protector,Premium_Standard,50662,10.17,33.77,66.23,High,False
prop_00641,1641 Main St,Dallas,75241.0,231319.18578997283,2921.574927465927,47,73.60159220555605,95.73543538937429,Deal_Hunter,Impact_Report_Premium,82727,37.71,55.15,44.85,High,False
prop_00642,1642 Main St,Dallas,75217.0,465639.6021823635,2660.013626274409,48,80.1021326471335,100.11273107366821,Deal_Hunter,Financing_Aggressive,47210,2.17,31.47,68.53,High,False
prop_00643,1643 Main St,Dallas,75238.0,395095.34703693993,4274.069782979897,42,69.5281429660289,72.57333900428398,Deal_Hunter,Impact_Report_Premium,53708,8.63,35.81,64.19,Med,False
prop_00644,1644 Main St,Dallas,75238.0,372549.37039036496,2905.1759269492545,48,92.33251262595016,113.49036607614806,Proof_Seeker,Financing_Standard,42985,0.82,28.66,71.34,,False
prop_00645,1645 Main St,Dallas,75212.0,158619.01987021588,2688.1672103646797,51,65.83263323583189,68.08671003662523,Status_Conscious,Premium_Standard,144375,82.51,96.25,3.75,Low,True
prop_00646,1646 Main St,Dallas,75208.0,447824.07969735505,4207.873903240453,47,63.20605212619823,75.19440018409716,Status_Conscious,Impact_Report_Standard,130206,2.54,86.8,13.2,Med,False
prop_00647,1647 Main St,Dallas,75204.0,318880.42132108886,2262.136440012059,51,56.9007967187847,80.86720034856936,Family_Protector,Safety_Warranty,72031,25.98,48.02,51.98,Med,False
prop_00648,1648 Main St,Dallas,75201.0,223232.57200332772,3205.740794581401,32,64.10032676762394,73.27047411101002,Deal_Hunter,Premium_Showcase,54505,55.69,36.34,63.66,Med,False
prop_00649,1649 Main St,Dallas,75217.0,327092.4804736655,2629.8812051734662,43,86.63129171628894,103.16892873520125,Proof_Seeker,Premium_Standard,94451,3.07,62.97,37.03,High,False
prop_00650,1650 Main St,Dallas,75211.0,355882.7111248907,4701.991504989833,59,77.59791177228144,105.89365144292223,Deal_Hunter,Safety_Standard,136250,64.13,90.83,9.17,High,False
prop_00651,1651 Main St,Dallas,75220.0,251077.5482150256,2362.305221228294,28,87.67958409633438,106.4300628780392,Status_Conscious,Premium_Showcase,43527,0.0,29.02,70.98,High,False
prop_00652,1652 Main St,Dallas,75201.0,483444.56149927306,2293.085019275276,53,81.44165984610365,105.06482394282241,Status_Conscious,Financing_Aggressive,46291,23.3,30.86,69.14,High,False
prop_00653,1653 Main St,Dallas,75218.0,188374.48600744968,1770.863359648045,47,79.04362412568996,89.08467457733796,Proof_Seeker,Financing_Aggressive,62134,34.35,41.42,58.58,Med,False
prop_00654,1654 Main St,Dallas,75201.0,398803.61687529075,3251.790955078782,45,60.72231196291831,87.79948916208424,Family_Protector,Premium_Standard,130206,2.54,86.8,13.2,Med,False
prop_00655,1655 Main St,Dallas,75223.0,351767.91035628464,1229.1700072514009,60,74.22775202081442,106.91571264872606,Family_Protector,Safety_Warranty,50662,10.17,33.77,66.23,High,False
prop_00656,1656 Main St,Dallas,75249.0,470674.25069455727,4194.367703333116,54,67.2565768103238,83.4559484109411,Proof_Seeker,Impact_Report_Standard,53708,8.63,35.81,64.19,Med,False
prop_00657,1657 Main St,Dallas,75254.0,340618.2712542183,1775.787157153318,43,65.24435273289994,76.87652007050823,Family_Protector,Financing_Aggressive,72031,25.98,48.02,51.98,Med,False
prop_00658,1658 Main St,Dallas,75231.0,163097.55956272437,1241.2772988144725,52,56.020558952308015,71.78666022265395,Proof_Seeker,Impact_Report_Standard,56616,27.75,37.74,62.26,Med,False
prop_00659,1659 Main St,Dallas,75214.0,142372.61366847486,2315.035325655078,4,59.04804569819285,65.2036571519951,Status_Conscious,Financing_Standard,134531,1.08,89.69,10.31,Low,False
prop_00660,1660 Main St,Dallas,75254.0,487981.8351688508,1951.5306348470585,45,73.67045534422292,96.06402714696975,Proof_Seeker,Financing_Standard,114699,24.2,76.47,23.53,High,False
prop_00661,1661 Main St,Dallas,75204.0,152139.01337380204,1611.4966034125302,47,83.50246821356083,93.32364764416312,Deal_Hunter,Premium_Showcase,62134,34.35,41.42,58.58,High,False
prop_00662,1662 Main St,Dallas,75211.0,337403.60410500993,1878.0407684232061,68,76.62182384709777,89.79060045349136,Family_Protector,Impact_Report_Standard,115972,39.28,77.31,22.69,Med,False
prop_00663,1663 Main St,Dallas,75238.0,415300.1965092147,3168.819651126293,28,67.67157870451278,78.57274456460719,Deal_Hunter,Impact_Report_Premium,45300,9.3,30.2,69.8,Med,False
prop_00664,1664 Main St,Dallas,75243.0,444739.1816013194,4070.589934286418,43,103.99977556595175,108.70152981224918,Proof_Seeker,Premium_Standard,44949,41.28,29.97,70.03,High,False
prop_00665,1665 Main St,Dallas,75229.0,443692.8211667481,2689.396946277064,48,61.76275100271325,86.70841212401923,Family_Protector,Financing_Standard,130070,42.3,86.71,13.29,Med,False
prop_00666,1666 Main St,Dallas,75243.0,206224.82817528278,2071.4265161760436,31,82.85023685832427,98.10939430776581,Family_Protector,Safety_Warranty,49750,1.65,33.17,66.83,High,False
prop_00667,1667 Main St,Dallas,75214.0,257984.42213804775,1661.16238913445,63,81.83254926444887,102.34990874508577,Deal_Hunter,Impact_Report_Premium,83555,10.67,55.7,44.3,High,False
prop_00668,1668 Main St,Dallas,75249.0,225434.4287733163,2103.1247243095695,36,86.34914863195841,100.23593608625987,Deal_Hunter,Impact_Report_Standard,49750,1.65,33.17,66.83,High,False
prop_00669,1669 Main St,Dallas,75220.0,411555.7914333289,2170.4730932329585,29,85.4420918613461,112.29990698545748,Status_Conscious,Premium_Standard,43720,1.73,29.15,70.85,,False
prop_00670,1670 Main St,Dallas,75206.0,199854.65972354618,2878.7957980040005,62,72.16657578580025,91.02394688377264,Family_Protector,Financing_Aggressive,47047,72.08,31.36,68.64,High,False
prop_00671,1671 Main St,Dallas,75243.0,322437.57528763136,1485.4376695500005,62,81.04758328543957,102.88698671981071,Deal_Hunter,Financing_Standard,50662,10.17,33.77,66.23,High,False
prop_00672,1672 Main St,Dallas,75220.0,574124.49278681,1328.5638004747273,62,86.07711020978148,96.85349206176154,Deal_Hunter,Premium_Standard,112782,0.0,75.19,24.81,High,False
prop_00673,1673 Main St,Dallas,75210.0,405946.2716585482,3123.0770209031884,56,77.73232243723264,99.76834745261739,Family_Protector,Safety_Warranty,74450,84.62,49.63,50.37,High,False
prop_00674,1674 Main St,Dallas,75206.0,418034.72837614676,3335.6013403252387,60,91.40259156729583,110.41101396523955,Proof_Seeker,Premium_Showcase,44949,41.28,29.97,70.03,,False
prop_00675,1675 Main St,Dallas,75227.0,374949.908693711,2976.731205955287,47,65.85741092475111,85.25909815935765,Proof_Seeker,Safety_Standard,82917,31.46,55.28,44.72,Med,False
prop_00676,1676 Main St,Dallas,75210.0,346037.78540825687,2686.170282700685,64,82.293062460771,95.1399736533937,Status_Conscious,Safety_Warranty,178472,62.43,100.0,0.0,High,False
prop_00677,1677 Main St,Dallas,75202.0,265271.1749906936,2405.1507618067303,31,81.5208347599288,104.4177777592439,Status_Conscious,Impact_Report_Premium,43527,0.0,29.02,70.98,High,False
prop_00678,1678 Main St,Dallas,75243.0,254161.55451056274,2798.4413228972085,60,85.27512904382047,103.2135518631606,Deal_Hunter,Impact_Report_Standard,82727,37.71,55.15,44.85,High,False
prop_00679,1679 Main St,Dallas,75202.0,339963.781604619,2699.5682923402037,44,61.256587297847666,79.66953234181345,Proof_Seeker,Financing_Aggressive,147708,46.53,98.47,1.53,Med,False
prop_00680,1680 Main St,Dallas,75249.0,391276.6916091161,3190.1712548254945,52,76.77106311993752,88.04456267283032,Status_Conscious,Impact_Report_Standard,62782,43.91,41.85,58.15,Med,False
prop_00681,1681 Main St,Dallas,75243.0,424767.3364473586,3230.88846628905,44,54.06499558010964,87.98820753858021,Proof_Seeker,Safety_Warranty,82917,31.46,55.28,44.72,Med,False
prop_00682,1682 Main St,Dallas,75202.0,294255.90165740857,2499.312995255151,32,88.24797519009819,101.2233488749284,Family_Protector,Impact_Report_Premium,43527,0.0,29.02,70.98,High,False
prop_00683,1683 Main St,Dallas,75211.0,304284.98144180985,3955.463802995337,36,60.996373276023675,66.60826309282805,Status_Conscious,Safety_Warranty,58884,7.76,39.26,60.74,Low,True
prop_00684,1684 Main St,Dallas,75214.0,352894.7884911592,1252.8027759410143,42,73.77478462570156,103.98403858491889,Family_Protector,Impact_Report_Standard,50662,10.17,33.77,66.23,High,False
prop_00685,1685 Main St,Dallas,75223.0,438408.0634342093,2490.296883698985,32,64.88895717310487,71.81026827830337,Proof_Seeker,Financing_Standard,73234,44.14,48.82,51.18,Med,False
prop_00686,1686 Main St,Dallas,75229.0,287250.7941789848,2473.9807132902597,56,88.16714553761922,103.1540265494533,Status_Conscious,Safety_Warranty,71723,39.45,47.82,52.18,High,False
prop_00687,1687 Main St,Dallas,75228.0,256651.88039266242,2464.4789830890504,60,83.67854945743943,98.12651961517173,Deal_Hunter,Premium_Showcase,71723,39.45,47.82,52.18,High,False
prop_00688,1688 Main St,Dallas,75217.0,191548.21230411573,2618.539916543079,31,60.659364650910454,65.09506022430519,Deal_Hunter,Impact_Report_Standard,50917,63.77,33.94,66.06,Low,True
prop_00689,1689 Main St,Dallas,75217.0,486205.1863756817,2137.2319232561545,45,63.97218483664157,75.80162454187496,Status_Conscious,Premium_Standard,130070,42.3,86.71,13.29,Med,False
prop_00690,1690 Main St,Dallas,75238.0,399903.0144437298,1735.2035857284757,49,64.90114674313637,70.30783642224681,Deal_Hunter,Premium_Showcase,72031,25.98,48.02,51.98,Med,False
prop_00691,1691 Main St,Dallas,75223.0,204137.55877697005,3830.0638611879967,56,73.60614641552846,107.49123812926409,Family_Protector,Financing_Standard,82773,18.8,55.18,44.82,High,False
prop_00692,1692 Main St,Dallas,75224.0,187452.7199176168,3460.475626296376,43,86.75299627465935,106.4079967727704,Deal_Hunter,Safety_Warranty,47047,72.08,31.36,68.64,High,False
prop_00693,1693 Main St,Dallas,75210.0,439170.1436744926,4393.913410825499,51,75.2056530259019,80.23346815001182,Proof_Seeker,Premium_Showcase,53708,8.63,35.81,64.19,Med,False
prop_00694,1694 Main St,Dallas,75228.0,307547.70507020876,3473.219317957794,52,80.42408520611434,96.73851241197634,Proof_Seeker,Safety_Warranty,93398,35.94,62.27,37.73,High,False
prop_00695,1695 Main St,Dallas,75212.0,300527.6986994587,2711.417839088365,58,75.27753558785554,89.20867926865927,Family_Protector,Financing_Standard,178472,62.43,100.0,0.0,Med,True
prop_00696,1696 Main St,Dallas,75211.0,385295.7062567541,1826.2739560123132,11,74.24820068126643,98.43687936517479,Deal_Hunter,Safety_Standard,36724,58.5,24.48,75.52,High,False
prop_00697,1697 Main St,Dallas,75217.0,413607.6170795607,3262.26409028581,51,74.40972819293414,80.60464259685256,Proof_Seeker,Financing_Standard,53708,8.63,35.81,64.19,Med,False
prop_00698,1698 Main St,Dallas,75248.0,409253.4125129703,2580.9441419051936,71,72.95536500440767,91.17507402026918,Proof_Seeker,Impact_Report_Standard,62782,43.91,41.85,58.15,High,False
prop_00699,1699 Main St,Dallas,75212.0,392302.94159011997,1566.6718349108037,13,61.1172437980463,76.28275470199269,Family_Protector,Financing_Standard,78490,55.05,52.33,47.67,Med,False
prop_00700,1700 Main St,Dallas,75211.0,332875.09666479204,1572.1566409591537,12,68.33377648713132,103.75201766114881,Family_Protector,Premium_Showcase,36724,58.5,24.48,75.52,High,False
prop_00701,1701 Main St,Dallas,75224.0,430147.58652522793,3409.364194501531,47,67.37960763487808,73.51188589331993,Deal_Hunter,Impact_Report_Premium,53708,8.63,35.81,64.19,Med,False
prop_00702,1702 Main St,Dallas,75208.0,469949.2235510333,4609.009096343549,57,75.28736919246991,81.58126265461061,Family_Protector,Impact_Report_Standard,53708,8.63,35.81,64.19,Med,False
prop_00703,1703 Main St,Dallas,75231.0,374351.99189398455,2396.0466586657735,28,91.11677700195688,110.95579708799539,Proof_Seeker,Premium_Showcase,43720,1.73,29.15,70.85,,False
prop_00704,1704 Main St,Dallas,75253.0,403353.96204338473,3044.4891596727275,33,63.40840347525054,84.8459797128829,Proof_Seeker,Impact_Report_Premium,73234,44.14,48.82,51.18,Med,False
prop_00705,1705 Main St,Dallas,75204.0,211600.08609293785,3207.6028786016177,52,83.12462755633007,98.40298856547103,Proof_Seeker,Safety_Warranty,82773,18.8,55.18,44.82,High,False
prop_00706,1706 Main St,Dallas,75212.0,431605.10267306597,2459.247252236896,37,79.5911135478992,102.54541071652137,Family_Protector,Financing_Standard,37226,30.96,24.82,75.18,High,False
prop_00707,1707 Main St,Dallas,75231.0,438529.38156710146,1931.0492252252122,32,92.68353683002918,120.52250341977427,Status_Conscious,Financing_Aggressive,43720,1.73,29.15,70.85,,False
prop_00708,1708 Main St,Dallas,75210.0,327702.7653111766,2604.921878765076,55,82.85321887605213,98.93879299330094,Status_Conscious,Financing_Aggressive,93398,35.94,62.27,37.73,High,False
prop_00709,1709 Main St,Dallas,75224.0,475574.07720206346,2105.9976466348803,51,61.52711353192517,78.44258290956107,Family_Protector,Financing_Standard,72031,25.98,48.02,51.98,Med,False
prop_00710,1710 Main St,Dallas,75204.0,168547.67954012862,4432.978136554902,44,87.99662994900153,88.62402961871429,Family_Protector,Safety_Standard,128000,51.3,85.33,14.67,Med,False
prop_00711,1711 Main St,Dallas,75248.0,197214.58690670636,2819.8900052766303,43,90.18995181050813,105.34288319112602,Deal_Hunter,Impact_Report_Premium,49750,1.65,33.17,66.83,High,False
prop_00712,1712 Main St,Dallas,75253.0,300029.1406373473,2812.264334966171,65,76.26235446362705,93.25852162659801,Deal_Hunter,Impact_Report_Standard,62782,43.91,41.85,58.15,High,False
prop_00713,1713 Main St,Dallas,75224.0,468067.17878409073,2342.6610025078326,37,54.74196865574546,83.13102718981892,Deal_Hunter,Safety_Standard,82917,31.46,55.28,44.72,Med,False
prop_00714,1714 Main St,Dallas,75217.0,462144.5234164718,3788.3513336287883,37,62.00327354350959,73.39655797320744,Deal_Hunter,Premium_Standard,130206,2.54,86.8,13.2,Med,False
prop_00715,1715 Main St,Dallas,75243.0,237028.0740610553,3057.044253095955,47,77.80271495060704,100.04927518761464,Family_Protector,Safety_Standard,47047,72.08,31.36,68.64,High,False
prop_00716,1716 Main St,Dallas,75211.0,352812.11445488705,4478.517519555054,54,75.25531969086721,74.22968413217104,Status_Conscious,Safety_Standard,53708,8.63,35.81,64.19,Med,False
prop_00717,1717 Main St,Dallas,75235.0,464886.89740308886,2649.79617761482,47,58.05251895630704,82.34640807819035,Family_Protector,Safety_Standard,130070,42.3,86.71,13.29,Med,False
prop_00718,1718 Main St,Dallas,75248.0,231505.5295362623,1685.180336839724,56,75.2960016990548,105.78290237797545,Family_Protector,Premium_Standard,83555,10.67,55.7,44.3,High,False
prop_00719,1719 Main St,Dallas,75211.0,230111.18749525634,3501.7030100309717,53,73.78680292238928,94.00518904620607,Proof_Seeker,Financing_Aggressive,47047,72.08,31.36,68.64,High,False
prop_00720,1720 Main St,Dallas,75237.0,404350.60400682944,3006.7296036078433,70,75.8542827105877,86.90458595460362,Family_Protector,Premium_Showcase,62782,43.91,41.85,58.15,Med,False
prop_00721,1721 Main St,Dallas,75216.0,187163.13666958042,2513.581484674532,35,77.52110482733832,92.67602803002828,Proof_Seeker,Safety_Warranty,49750,1.65,33.17,66.83,High,False
prop_00722,1722 Main St,Dallas,75226.0,297543.956016506,1741.1701328852116,30,77.95965946618053,101.95819350657527,Proof_Seeker,Impact_Report_Standard,43527,0.0,29.02,70.98,High,False
prop_00723,1723 Main St,Dallas,75223.0,250912.3426770381,1613.7900786782209,39,61.0411231892578,71.47949410717186,Proof_Seeker,Safety_Standard,124250,28.56,82.83,17.17,Med,False
prop_00724,1724 Main St,Dallas,75253.0,492458.3854229461,3445.475876682033,47,54.423338001012084,78.99321899216544,Family_Protector,Financing_Standard,82917,31.46,55.28,44.72,Med,False
prop_00725,1725 Main St,Dallas,75223.0,373049.64881603944,3169.320295581205,68,77.65254446332543,105.45114302455451,Proof_Seeker,Financing_Standard,74450,84.62,49.63,50.37,High,False
prop_00726,1726 Main St,Dallas,75235.0,291917.58990213025,2457.8645176327686,48,73.70395339272046,103.8181081021801,Status_Conscious,Premium_Showcase,178472,62.43,100.0,0.0,High,False
prop_00727,1727 Main St,Dallas,75249.0,195057.23439870853,1655.7261800990616,51,81.86491962945271,94.85972438632824,Family_Protector,Safety_Warranty,83555,10.67,55.7,44.3,High,False
prop_00728,1728 Main St,Dallas,75218.0,518687.28914331045,1928.8911385846816,26,78.48508474210422,107.05481592673094,Proof_Seeker,Safety_Standard,29124,39.76,19.42,80.58,High,False
prop_00729,1729 Main St,Dallas,75254.0,216200.29789728342,2567.411131535927,46,72.59183192549148,101.67320985516595,Family_Protector,Financing_Standard,82727,37.71,55.15,44.85,High,False
prop_00730,1730 Main St,Dallas,75209.0,145297.06388865956,2198.557514670539,57,74.40195624351686,100.29648955859297,Status_Conscious,Impact_Report_Standard,71302,16.11,47.53,52.47,High,False
prop_00731,1731 Main St,Dallas,75226.0,175209.69546580393,2458.333064781514,5,58.032007608040665,73.21870268298808,Deal_Hunter,Safety_Warranty,134531,1.08,89.69,10.31,Med,False
prop_00732,1732 Main St,Dallas,75210.0,490199.84429186926,3126.5983409580194,59,100.01542613856778,105.74866212071457,Proof_Seeker,Safety_Warranty,44949,41.28,29.97,70.03,High,False
prop_00733,1733 Main St,Dallas,75211.0,491361.45167289564,3242.896722424671,27,64.95862721586641,84.00328481133317,Deal_Hunter,Financing_Standard,45300,9.3,30.2,69.8,Med,False
prop_00734,1734 Main St,Dallas,75230.0,248092.9972986958,1862.3111861985924,32,83.03395568385055,93.42328749516614,Status_Conscious,Impact_Report_Standard,43527,0.0,29.02,70.98,High,False
prop_00735,1735 Main St,Dallas,75218.0,303674.39913427364,1429.827415250809,54,79.83761877146885,109.7412760846975,Family_Protector,Impact_Report_Premium,50662,10.17,33.77,66.23,High,False
prop_00736,1736 Main St,Dallas,75249.0,159625.88617102697,1214.632951461235,6,70.64953823046551,69.36740259818262,Proof_Seeker,Premium_Standard,46667,49.3,31.11,68.89,Low,True
prop_00737,1737 Main St,Dallas,75212.0,265798.62301414803,2376.8545813377914,36,83.59087580491536,99.21110590947492,Proof_Seeker,Impact_Report_Premium,43527,0.0,29.02,70.98,High,False
prop_00738,1738 Main St,Dallas,75207.0,400396.07438275375,3167.0871784154483,44,84.1364171116087,88.50598474589283,Deal_Hunter,Premium_Showcase,93398,35.94,62.27,37.73,Med,False
prop_00739,1739 Main St,Dallas,75254.0,262714.3239067558,2557.485605024091,50,79.35002330950196,96.00542970332248,Status_Conscious,Premium_Standard,178472,62.43,100.0,0.0,High,False
prop_00740,1740 Main St,Dallas,75217.0,562251.6958414033,1879.5306610587445,48,76.5464494857156,109.95625817738393,Status_Conscious,Premium_Showcase,114699,24.2,76.47,23.53,High,False
prop_00741,1741 Main St,Dallas,75201.0,281332.4367603441,1308.3440040054766,37,79.58376865279503,90.67746639831437,Status_Conscious,Safety_Warranty,49821,40.97,33.21,66.79,High,False
prop_00742,1742 Main St,Dallas,75224.0,480282.669393892,3865.1900489466925,34,63.67565976699833,82.5300715437954,Deal_Hunter,Premium_Standard,130206,2.54,86.8,13.2,Med,False
prop_00743,1743 Main St,Dallas,75224.0,138223.22859877144,2596.5320467177507,39,56.52519596271872,68.6507517991557,Family_Protector,Premium_Standard,119342,17.28,79.56,20.44,Low,False
prop_00744,1744 Main St,Dallas,75235.0,207958.21376016195,2743.2179939624907,52,81.90281773288552,91.66830097794195,Proof_Seeker,Impact_Report_Premium,71723,39.45,47.82,52.18,High,False
prop_00745,1745 Main St,Dallas,75241.0,417205.7593208275,2072.221848584528,30,76.53774547417333,109.9783923442371,Family_Protector,Premium_Showcase,29124,39.76,19.42,80.58,High,False
prop_00746,1746 Main St,Dallas,75201.0,452521.1950382085,2344.1909566958575,45,65.3879709963937,78.8057739414536,Deal_Hunter,Premium_Showcase,52782,53.29,35.19,64.81,Med,False
prop_00747,1747 Main St,Dallas,75220.0,289675.8364424425,2180.3242649999634,47,74.29736432211095,90.67498122168531,Proof_Seeker,Impact_Report_Standard,117740,18.31,78.49,21.51,High,False
prop_00748,1748 Main St,Dallas,75254.0,302654.9788869458,1800.259037408283,53,77.49536603070075,86.66625696387042,Proof_Seeker,Safety_Standard,115972,39.28,77.31,22.69,Med,False
prop_00749,1749 Main St,Dallas,75238.0,149681.91216796933,3610.2264565199957,55,76.15902864214854,101.81658917591619,Family_Protector,Safety_Standard,119044,57.15,79.36,20.64,High,True
prop_00750,1750 Main St,Dallas,75224.0,245426.60954522114,3172.497702785863,36,69.68651105680138,66.25477252425993,Status_Conscious,Safety_Standard,54505,55.69,36.34,63.66,Low,False
prop_00751,1751 Main St,Dallas,75202.0,202829.79614618002,2031.4782039647648,31,90.24015356038528,100.91840902784944,Status_Conscious,Safety_Standard,49750,1.65,33.17,66.83,High,False
prop_00752,1752 Main St,Dallas,75229.0,382106.87253115064,3385.1680369378905,34,80.71893963674236,111.75765133226099,Family_Protector,Safety_Standard,37226,30.96,24.82,75.18,,False
prop_00753,1753 Main St,Dallas,75249.0,510644.8418669277,3115.812257777901,51,76.1913804450444,102.88906481910685,Status_Conscious,Safety_Standard,181944,49.04,100.0,0.0,High,False
prop_00754,1754 Main St,Dallas,75211.0,534524.2914663925,2673.058241738037,40,80.46612641360096,99.06617513233587,Deal_Hunter,Safety_Standard,42985,0.82,28.66,71.34,High,False
prop_00755,1755 Main St,Dallas,75253.0,184538.7124601398,3730.9284396305807,52,78.65695783672498,94.40045619484863,Deal_Hunter,Impact_Report_Premium,83842,6.38,55.89,44.11,High,False
prop_00756,1756 Main St,Dallas,75216.0,336948.3356269298,2449.180081016814,36,56.42455349755081,75.75483238419014,Status_Conscious,Impact_Report_Standard,147708,46.53,98.47,1.53,Med,False
prop_00757,1757 Main St,Dallas,75235.0,334832.2578158892,1807.978750412803,14,67.97728936537366,107.04355182923277,Status_Conscious,Financing_Aggressive,36724,58.5,24.48,75.52,High,False
prop_00758,1758 Main St,Dallas,75235.0,188757.75463647116,3104.9594809880314,46,87.12845854367723,94.37151870123871,Deal_Hunter,Impact_Report_Premium,82773,18.8,55.18,44.82,High,False
prop_00759,1759 Main St,Dallas,75238.0,375384.3769634031,3473.5070927419683,60,92.37154745134589,105.488375221286,Family_Protector,Safety_Standard,44949,41.28,29.97,70.03,High,False
prop_00760,1760 Main St,Dallas,75216.0,521642.0861737554,3867.8339337660937,46,101.08571294604113,108.05842905560797,Deal_Hunter,Impact_Report_Premium,44949,41.28,29.97,70.03,High,False
prop_00761,1761 Main St,Dallas,75217.0,341781.6413370995,1816.6577747979177,14,81.68047337221691,90.39564712160474,Status_Conscious,Premium_Standard,36724,58.5,24.48,75.52,High,False
prop_00762,1762 Main St,Dallas,75243.0,498837.37211369525,4091.1171356755844,3,72.65835376383009,91.11114991617126,Status_Conscious,Safety_Warranty,45167,40.07,30.11,69.89,High,False
prop_00763,1763 Main St,Dallas,75201.0,285427.71915758547,2401.8804855564053,49,83.48004860422233,97.07526549854654,Family_Protector,Financing_Aggressive,117740,18.31,78.49,21.51,High,False
prop_00764,1764 Main St,Dallas,75209.0,376456.6143938484,4153.334779466283,56,65.15339726008578,77.44738852556878,Deal_Hunter,Safety_Warranty,53708,8.63,35.81,64.19,Med,False
prop_00765,1765 Main St,Dallas,75224.0,487475.93450185686,3242.24100501937,3,76.16136220593722,94.29808989875882,Proof_Seeker,Premium_Standard,45167,40.07,30.11,69.89,High,False
prop_00766,1766 Main St,Dallas,75202.0,384772.93070701207,3433.0993685916224,55,89.72683169471955,119.00982088581753,Deal_Hunter,Premium_Showcase,44949,41.28,29.97,70.03,,False
prop_00767,1767 Main St,Dallas,75223.0,172396.18855518478,2779.8654864707837,65,68.66897518250609,64.14354892763431,Status_Conscious,Impact_Report_Standard,144375,82.51,96.25,3.75,Low,True
