rank,priority_tier,lead_score,conversion_probability,address,city,zip_code,hail_size,roof_age,property_value,estimated_claim_value,recommended_action,property_id,sii_score,risk_score
701,A,95.0,0.068,1732 Main St,Dallas,75210.0,3.0,59,490199,8750.0,IMMEDIATE_OUTREACH,prop_00732,105.74866212071456,100.01542613856778
702,A,95.0,0.068,1738 Main St,Dallas,75207.0,2.8,44,400396,8750.0,IMMEDIATE_OUTREACH,prop_00738,88.50598474589283,84.1364171116087
703,A,95.0,0.068,4337 Main St,Dallas,75243.0,2.7,36,422009,8750.0,IMMEDIATE_OUTREACH,prop_03337,110.92422779353768,80.9091034045367
704,A,95.0,0.068,4338 Main St,Dallas,75211.0,2.7,49,442999,8750.0,IMMEDIATE_OUTREACH,prop_03338,110.5612898357535,82.94701640232105
705,A,95.0,0.068,1707 Main St,Dallas,75231.0,2.9,32,438529,8750.0,IMMEDIATE_OUTREACH,prop_00707,120.52250341977428,92.68353683002918
706,A,95.0,0.068,3986 Main St,Dallas,75249.0,2.7,31,415499,8750.0,IMMEDIATE_OUTREACH,prop_02986,101.87842984145236,80.77254446137667
707,A,95.0,0.068,1998 Main St,Dallas,75212.0,2.6,53,413152,8750.0,IMMEDIATE_OUTREACH,prop_00998,99.53710724951794,72.02053381167008
708,A,95.0,0.068,2002 Main St,Dallas,75254.0,2.7,35,487649,8750.0,IMMEDIATE_OUTREACH,prop_01002,113.09162659072506,77.57597174172739
709,A,95.0,0.068,2004 Main St,Dallas,75217.0,2.8,27,403335,8750.0,IMMEDIATE_OUTREACH,prop_01004,109.59736806597022,84.07729845659861
710,A,95.0,0.068,4002 Main St,Dallas,75204.0,2.7,67,468032,8750.0,IMMEDIATE_OUTREACH,prop_03002,105.8614177223947,76.9069186138494
711,A,95.0,0.068,4005 Main St,Dallas,75230.0,2.6,48,427433,8750.0,IMMEDIATE_OUTREACH,prop_03005,95.7385579727957,74.04390497812672
712,A,95.0,0.068,4006 Main St,Dallas,75226.0,2.5,26,409033,8750.0,IMMEDIATE_OUTREACH,prop_03006,75.2113347372947,69.95469852198225
713,A,95.0,0.068,4007 Main St,Dallas,75206.0,2.9,49,449669,8750.0,IMMEDIATE_OUTREACH,prop_03007,116.56876939640324,93.39244919883912
714,A,95.0,0.068,1980 Main St,Dallas,75238.0,2.9,34,418067,8750.0,IMMEDIATE_OUTREACH,prop_00980,108.83042082768732,90.07755093790148
715,A,95.0,0.068,1983 Main St,Dallas,75224.0,2.7,42,491501,8750.0,IMMEDIATE_OUTREACH,prop_00983,117.8758477458527,81.016137424865
716,A,95.0,0.068,1985 Main St,Dallas,75237.0,2.8,55,402910,8750.0,IMMEDIATE_OUTREACH,prop_00985,103.28768691628886,86.21483392010725
717,A,95.0,0.068,1986 Main St,Dallas,75204.0,2.8,25,493409,8750.0,IMMEDIATE_OUTREACH,prop_00986,116.67955765487278,87.59118348778058
718,A,95.0,0.068,1990 Main St,Dallas,75227.0,2.7,34,452107,8750.0,IMMEDIATE_OUTREACH,prop_00990,111.49406840753896,82.9814440926742
719,A,95.0,0.068,1992 Main St,Dallas,75249.0,2.6,52,472183,8750.0,IMMEDIATE_OUTREACH,prop_00992,106.6109567603171,73.07678402796125
720,A,95.0,0.068,4013 Main St,Dallas,75214.0,2.6,69,428691,8750.0,IMMEDIATE_OUTREACH,prop_03013,100.3807457229148,72.60390104030854
721,A,95.0,0.068,4014 Main St,Dallas,75224.0,2.7,70,480030,8750.0,IMMEDIATE_OUTREACH,prop_03014,99.30001143070498,80.38740913872539
722,A,95.0,0.068,4015 Main St,Dallas,75207.0,2.7,42,408891,8750.0,IMMEDIATE_OUTREACH,prop_03015,94.87855471296608,78.79757636138991
723,A,95.0,0.068,4968 Main St,Dallas,75223.0,2.7,27,473993,8750.0,IMMEDIATE_OUTREACH,prop_03968,107.03918430235184,80.93179240572154
724,A,95.0,0.068,1745 Main St,Dallas,75241.0,2.6,30,417205,8750.0,IMMEDIATE_OUTREACH,prop_00745,109.9783923442371,76.53774547417333
725,A,95.0,0.068,4318 Main St,Dallas,75214.0,2.6,61,495804,8750.0,IMMEDIATE_OUTREACH,prop_03318,99.74132912843776,74.21563707133187
726,A,95.0,0.068,4328 Main St,Dallas,75217.0,2.5,66,486258,8750.0,IMMEDIATE_OUTREACH,prop_03328,72.10205411520079,69.97187584524286
727,A,95.0,0.068,4329 Main St,Dallas,75226.0,2.8,36,425420,8750.0,IMMEDIATE_OUTREACH,prop_03329,115.66154857372844,87.48967293596411
728,A,95.0,0.068,4021 Main St,Dallas,75241.0,2.9,42,466427,8750.0,IMMEDIATE_OUTREACH,prop_03021,111.02924399858972,94.48709989245052
729,A,95.0,0.068,1970 Main St,Dallas,75248.0,2.6,54,438176,8750.0,IMMEDIATE_OUTREACH,prop_00970,72.13998825334336,70.08008086018022
730,A,95.0,0.068,4029 Main St,Dallas,75202.0,2.8,53,408154,8750.0,IMMEDIATE_OUTREACH,prop_03029,102.55818458658632,87.08072038287933
731,A,95.0,0.068,4031 Main St,Dallas,75206.0,2.7,28,439660,8750.0,IMMEDIATE_OUTREACH,prop_03031,106.79022281182058,83.1990953856184
732,A,95.0,0.068,1769 Main St,Dallas,75249.0,2.7,56,455343,8750.0,IMMEDIATE_OUTREACH,prop_00769,109.59271241433814,81.38652895651079
733,A,95.0,0.068,1770 Main St,Dallas,75226.0,2.7,63,489032,8750.0,IMMEDIATE_OUTREACH,prop_00770,115.06836861515764,80.6801270961522
734,A,95.0,0.068,1182 Main St,Dallas,75218.0,2.8,33,456270,8750.0,IMMEDIATE_OUTREACH,prop_00182,108.88126046010868,85.61526874779747
735,A,95.0,0.068,1183 Main St,Dallas,75229.0,2.9,48,499019,8750.0,IMMEDIATE_OUTREACH,prop_00183,94.74985447714828,95.23265226743004
736,A,95.0,0.068,4964 Main St,Dallas,75212.0,2.8,46,472640,8750.0,IMMEDIATE_OUTREACH,prop_03964,110.19777734085334,84.58031474755197
737,A,95.0,0.068,1951 Main St,Dallas,75241.0,2.7,47,437547,8750.0,IMMEDIATE_OUTREACH,prop_00951,98.30630017439869,82.07940043035943
738,A,95.0,0.068,1962 Main St,Dallas,75223.0,2.5,42,467901,8750.0,IMMEDIATE_OUTREACH,prop_00962,104.88938429745888,69.96333577769803
739,A,95.0,0.068,4062 Main St,Dallas,75235.0,2.8,57,421712,8750.0,IMMEDIATE_OUTREACH,prop_03062,120.3676427423072,83.4523374230941
740,A,95.0,0.068,4067 Main St,Dallas,75214.0,2.8,63,424752,8750.0,IMMEDIATE_OUTREACH,prop_03067,109.22332889235788,83.52503868179633
741,A,95.0,0.068,4075 Main St,Dallas,75207.0,2.6,58,434770,8750.0,IMMEDIATE_OUTREACH,prop_03075,83.60838593013001,70.51190056766346
742,A,95.0,0.068,4084 Main St,Dallas,75212.0,2.9,26,461229,8750.0,IMMEDIATE_OUTREACH,prop_03084,119.77336411202027,92.66718156810352
743,A,95.0,0.068,1924 Main St,Dallas,75217.0,2.8,32,427007,8750.0,IMMEDIATE_OUTREACH,prop_00924,104.0943903730743,88.92938067580695
744,A,95.0,0.068,4099 Main St,Dallas,75231.0,2.7,46,474655,8750.0,IMMEDIATE_OUTREACH,prop_03099,100.95667826145063,81.61193598645411
745,A,95.0,0.068,4103 Main St,Dallas,75207.0,2.9,50,438677,8750.0,IMMEDIATE_OUTREACH,prop_03103,102.16139680668674,93.51018580488427
746,A,95.0,0.068,1907 Main St,Dallas,75214.0,2.7,38,458598,8750.0,IMMEDIATE_OUTREACH,prop_00907,108.45495670274973,80.93067709672084
747,A,95.0,0.068,4116 Main St,Dallas,75254.0,2.6,42,414834,8750.0,IMMEDIATE_OUTREACH,prop_03116,98.02734649083776,72.54824650272803
748,A,95.0,0.068,4122 Main St,Dallas,75210.0,2.5,24,408843,8750.0,IMMEDIATE_OUTREACH,prop_03122,79.87990399495787,69.14010947910138
749,A,95.0,0.068,1890 Main St,Dallas,75238.0,2.7,59,404135,8750.0,IMMEDIATE_OUTREACH,prop_00890,101.44386696465376,79.06729034121604
750,A,95.0,0.068,1781 Main St,Dallas,75202.0,2.8,60,428236,8750.0,IMMEDIATE_OUTREACH,prop_00781,105.85914204514124,86.09982054123833
751,A,95.0,0.068,4267 Main St,Dallas,75211.0,2.8,64,453285,8750.0,IMMEDIATE_OUTREACH,prop_03267,113.8458049370975,89.47524457285765
752,A,95.0,0.068,4272 Main St,Dallas,75212.0,2.6,60,417696,8750.0,IMMEDIATE_OUTREACH,prop_03272,102.97949425821962,73.62890272503213
753,A,95.0,0.068,4277 Main St,Dallas,75209.0,2.7,38,434863,8750.0,IMMEDIATE_OUTREACH,prop_03277,99.30163544178222,80.38707616638422
754,A,95.0,0.068,4279 Main St,Dallas,75241.0,2.8,36,425480,8750.0,IMMEDIATE_OUTREACH,prop_03279,119.845199598339,87.77171875999035
755,A,95.0,0.068,4286 Main St,Dallas,75241.0,2.7,40,440129,8750.0,IMMEDIATE_OUTREACH,prop_03286,105.67616925518465,79.59476021801404
756,A,95.0,0.068,4294 Main St,Dallas,75220.0,2.9,52,432804,8750.0,IMMEDIATE_OUTREACH,prop_03294,102.17146070266044,93.56492460923351
757,A,95.0,0.068,1894 Main St,Dallas,75207.0,2.8,42,425002,8750.0,IMMEDIATE_OUTREACH,prop_00894,115.7517111889675,87.72576838477704
758,A,95.0,0.068,4141 Main St,Dallas,75212.0,3.0,53,455990,8750.0,IMMEDIATE_OUTREACH,prop_03141,115.90754460623651,100.32790450496393
759,A,95.0,0.068,4146 Main St,Dallas,75243.0,2.9,33,463779,8750.0,IMMEDIATE_OUTREACH,prop_03146,115.88239477318848,91.06810223110652
760,A,95.0,0.068,4151 Main St,Dallas,75211.0,2.8,53,453454,8750.0,IMMEDIATE_OUTREACH,prop_03151,100.4629804932105,87.58766520644274
761,A,95.0,0.068,4159 Main St,Dallas,75220.0,2.7,44,462892,8750.0,IMMEDIATE_OUTREACH,prop_03159,97.44021921932249,77.584681848483
762,A,95.0,0.068,4163 Main St,Dallas,75248.0,2.7,45,452308,8750.0,IMMEDIATE_OUTREACH,prop_03163,98.1353943904672,78.05237546649225
763,A,95.0,0.068,4164 Main St,Dallas,75224.0,2.6,55,437034,8750.0,IMMEDIATE_OUTREACH,prop_03164,113.37883824629348,75.3723781680724
764,A,95.0,0.068,1869 Main St,Dallas,75217.0,2.8,47,444998,8750.0,IMMEDIATE_OUTREACH,prop_00869,105.6929346683603,87.58478442889836
765,A,95.0,0.068,4257 Main St,Dallas,75253.0,2.5,23,439534,8750.0,IMMEDIATE_OUTREACH,prop_03257,78.37931867230651,69.58789532666049
766,A,95.0,0.068,4263 Main St,Dallas,75223.0,2.9,42,498322,8750.0,IMMEDIATE_OUTREACH,prop_03263,112.8897655413592,90.69456737402312
767,A,95.0,0.068,1772 Main St,Dallas,75218.0,2.8,48,481465,8750.0,IMMEDIATE_OUTREACH,prop_00772,102.11309577059237,88.68905629647065
768,A,95.0,0.068,1779 Main St,Dallas,75204.0,2.5,28,413841,8750.0,IMMEDIATE_OUTREACH,prop_00779,77.93745024665166,67.22573081991406
769,A,95.0,0.068,1877 Main St,Dallas,75211.0,2.7,29,429243,8750.0,IMMEDIATE_OUTREACH,prop_00877,114.55215438222112,79.66341663789596
770,A,95.0,0.068,1878 Main St,Dallas,75235.0,2.7,27,424130,8750.0,IMMEDIATE_OUTREACH,prop_00878,116.4189139183324,78.95711530667731
771,A,95.0,0.068,1881 Main St,Dallas,75217.0,2.6,37,420584,8750.0,IMMEDIATE_OUTREACH,prop_00881,104.4255356577648,75.17727824091581
772,A,95.0,0.068,4175 Main St,Dallas,75224.0,2.8,49,446070,8750.0,IMMEDIATE_OUTREACH,prop_03175,114.2586963180016,88.16186999796152
773,A,95.0,0.068,1169 Main St,Dallas,75206.0,2.7,56,420509,8750.0,IMMEDIATE_OUTREACH,prop_00169,93.24436298467204,78.8480787524296
774,A,95.0,0.068,1178 Main St,Dallas,75210.0,2.8,44,429581,8750.0,IMMEDIATE_OUTREACH,prop_00178,108.15677468271092,87.61839232019892
775,A,95.0,0.068,4971 Main St,Dallas,75231.0,2.8,59,408597,8750.0,IMMEDIATE_OUTREACH,prop_03971,108.62630812678889,84.51369712242995
776,A,95.0,0.068,4978 Main St,Dallas,75231.0,2.8,46,430718,8750.0,IMMEDIATE_OUTREACH,prop_03978,117.37589432330368,87.85062581187987
777,A,95.0,0.068,4979 Main St,Dallas,75209.0,2.7,28,401149,8750.0,IMMEDIATE_OUTREACH,prop_03979,118.08777416515244,81.38473863012705
778,A,95.0,0.068,4983 Main St,Dallas,75206.0,2.8,30,458638,8750.0,IMMEDIATE_OUTREACH,prop_03983,118.98769992903271,84.99351676934198
779,A,95.0,0.068,4986 Main St,Dallas,75227.0,2.6,45,432524,8750.0,IMMEDIATE_OUTREACH,prop_03986,81.85423162238848,71.92196869797131
780,A,95.0,0.068,4179 Main St,Dallas,75223.0,2.5,37,420364,8750.0,IMMEDIATE_OUTREACH,prop_03179,94.6639951990341,69.06790451936286
781,A,95.0,0.068,1851 Main St,Dallas,75227.0,2.7,55,437829,8750.0,IMMEDIATE_OUTREACH,prop_00851,97.03201569336656,79.05286945668811
782,A,95.0,0.068,4235 Main St,Dallas,75216.0,2.8,45,436207,8750.0,IMMEDIATE_OUTREACH,prop_03235,98.96832298696604,84.6277546791363
783,A,95.0,0.068,4187 Main St,Dallas,75238.0,2.7,40,465615,8750.0,IMMEDIATE_OUTREACH,prop_03187,105.12979305079486,80.58226089080097
784,A,95.0,0.068,4196 Main St,Dallas,75237.0,2.8,35,454648,8750.0,IMMEDIATE_OUTREACH,prop_03196,103.73242877456168,88.46272661855471
785,A,95.0,0.068,4197 Main St,Dallas,75253.0,2.6,54,414804,8750.0,IMMEDIATE_OUTREACH,prop_03197,120.65990966769635,73.9901563319327
786,A,95.0,0.068,1838 Main St,Dallas,75237.0,2.7,57,460441,8750.0,IMMEDIATE_OUTREACH,prop_00838,109.46233931343804,81.41489362849677
787,A,95.0,0.068,1839 Main St,Dallas,75212.0,2.7,56,415092,8750.0,IMMEDIATE_OUTREACH,prop_00839,102.97059553242308,79.84859739459858
788,A,95.0,0.068,4203 Main St,Dallas,75223.0,2.7,32,434852,8750.0,IMMEDIATE_OUTREACH,prop_03203,100.12767339580932,79.62143269831674
789,A,95.0,0.068,4213 Main St,Dallas,75212.0,2.8,31,454803,8750.0,IMMEDIATE_OUTREACH,prop_03213,108.7653670013,89.02814196369732
790,A,95.0,0.068,1822 Main St,Dallas,75226.0,2.7,32,411777,8750.0,IMMEDIATE_OUTREACH,prop_00822,115.64812482996348,77.8789494112691
791,A,95.0,0.068,1827 Main St,Dallas,75224.0,2.7,41,411112,8750.0,IMMEDIATE_OUTREACH,prop_00827,110.24948897278692,78.15382889352318
792,A,95.0,0.068,1831 Main St,Dallas,75214.0,2.7,31,450093,8750.0,IMMEDIATE_OUTREACH,prop_00831,99.056017520049,79.9934623445732
793,A,95.0,0.068,4219 Main St,Dallas,75254.0,2.6,56,475788,8750.0,IMMEDIATE_OUTREACH,prop_03219,79.817484389491,71.14106724233848
794,A,95.0,0.068,4223 Main St,Dallas,75212.0,2.6,56,493703,8750.0,IMMEDIATE_OUTREACH,prop_03223,70.32641802785442,70.23311452828645
795,A,95.0,0.068,4225 Main St,Dallas,75249.0,2.7,70,417274,8750.0,IMMEDIATE_OUTREACH,prop_03225,88.83672396843748,81.40800085177793
796,A,95.0,0.068,4226 Main St,Dallas,75241.0,2.7,30,494785,8750.0,IMMEDIATE_OUTREACH,prop_03226,114.75136470754724,82.3269559325277
797,A,95.0,0.068,2894 Main St,Dallas,75230.0,2.9,55,476768,8750.0,IMMEDIATE_OUTREACH,prop_01894,116.3599912214476,91.7860667405181
798,A,95.0,0.068,2895 Main St,Dallas,75230.0,2.8,43,405486,8750.0,IMMEDIATE_OUTREACH,prop_01895,99.48503622428574,87.21050640893748
799,A,95.0,0.068,2897 Main St,Dallas,75253.0,2.8,62,407878,8750.0,IMMEDIATE_OUTREACH,prop_01897,106.32718656805586,83.47760620514556
800,A,95.0,0.068,2904 Main St,Dallas,75229.0,2.7,51,430288,8750.0,IMMEDIATE_OUTREACH,prop_01904,102.44398001995266,82.392178025369
801,A,95.0,0.068,2905 Main St,Dallas,75223.0,2.7,55,479767,8750.0,IMMEDIATE_OUTREACH,prop_01905,98.07177682480638,81.195757562186
802,A,95.0,0.068,2862 Main St,Dallas,75230.0,2.6,41,409908,8750.0,IMMEDIATE_OUTREACH,prop_01862,102.31520442244668,72.79058171060107
803,A,95.0,0.068,2865 Main St,Dallas,75253.0,2.8,60,459630,8750.0,IMMEDIATE_OUTREACH,prop_01865,106.71024004540608,84.02060141096302
804,A,95.0,0.068,2869 Main St,Dallas,75229.0,2.8,25,493872,8750.0,IMMEDIATE_OUTREACH,prop_01869,118.2196334461081,84.6426486538751
805,A,95.0,0.068,2871 Main St,Dallas,75243.0,2.8,43,407403,8750.0,IMMEDIATE_OUTREACH,prop_01871,104.5251407700203,88.6263048965969
806,A,95.0,0.068,5194 Main St,Dallas,75249.0,2.8,60,443178,8750.0,IMMEDIATE_OUTREACH,prop_04194,109.85888902413149,89.97844761622736
807,A,95.0,0.068,2875 Main St,Dallas,75208.0,2.7,40,422600,8750.0,IMMEDIATE_OUTREACH,prop_01875,104.66670439004028,77.68230825840465
808,A,95.0,0.068,1034 Main St,Dallas,75210.0,2.6,58,420327,8750.0,IMMEDIATE_OUTREACH,prop_00034,111.8474202353031,74.04341573816376
809,A,95.0,0.068,5165 Main St,Dallas,75237.0,2.7,50,462824,8750.0,IMMEDIATE_OUTREACH,prop_04165,114.9972923241478,82.33083319277662
810,A,95.0,0.068,5166 Main St,Dallas,75202.0,2.8,47,489370,8750.0,IMMEDIATE_OUTREACH,prop_04166,110.40558143250388,87.37735409336653
811,A,95.0,0.068,5167 Main St,Dallas,75254.0,2.6,56,457153,8750.0,IMMEDIATE_OUTREACH,prop_04167,100.36273452707744,73.67813259775814
812,A,93.0,0.067,1912 Main St,Dallas,75229.0,2.5,28,562031,8750.0,IMMEDIATE_OUTREACH,prop_00912,82.17438264910156,64.05229781253588
813,A,93.0,0.067,2062 Main St,Dallas,75201.0,2.4,26,510275,8750.0,IMMEDIATE_OUTREACH,prop_01062,75.98181741921292,62.57716308442098
814,A,93.0,0.067,2412 Main St,Dallas,75202.0,2.4,35,519625,8750.0,IMMEDIATE_OUTREACH,prop_01412,74.9366539754425,58.31517300078691
815,A,93.0,0.067,4093 Main St,Dallas,75241.0,2.4,68,547743,8750.0,IMMEDIATE_OUTREACH,prop_03093,70.48544185553641,59.17951479125954
816,A,93.0,0.067,4373 Main St,Dallas,75223.0,2.4,33,501142,8750.0,IMMEDIATE_OUTREACH,prop_03373,72.29020654747087,57.70467166918883
817,A,93.0,0.067,4368 Main St,Dallas,75235.0,2.4,29,537257,8750.0,IMMEDIATE_OUTREACH,prop_03368,87.2747588223977,61.722339479873725
818,A,93.0,0.067,4611 Main St,Dallas,75235.0,2.5,32,561655,8750.0,IMMEDIATE_OUTREACH,prop_03611,86.18546856617823,63.7941472014245
819,A,93.0,0.067,4564 Main St,Dallas,75209.0,2.5,37,501485,8750.0,IMMEDIATE_OUTREACH,prop_03564,81.58483111729339,65.08195509724871
820,A,93.0,0.067,1964 Main St,Dallas,75209.0,2.5,31,549488,8750.0,IMMEDIATE_OUTREACH,prop_00964,73.34322577391714,64.7981563317381
821,A,93.0,0.067,2943 Main St,Dallas,75210.0,2.3,40,507056,8750.0,IMMEDIATE_OUTREACH,prop_01943,76.54533488051092,54.63028774097268
822,A,93.0,0.067,3988 Main St,Dallas,75208.0,2.3,37,538505,8750.0,IMMEDIATE_OUTREACH,prop_02988,86.5381697534808,54.08270074528494
823,A,93.0,0.067,3717 Main St,Dallas,75237.0,2.4,32,569469,8750.0,IMMEDIATE_OUTREACH,prop_02717,74.86384352560347,60.26728186413285
824,A,93.0,0.067,4001 Main St,Dallas,75202.0,2.3,38,502295,8750.0,IMMEDIATE_OUTREACH,prop_03001,82.18641682617482,55.39321512981169
825,A,93.0,0.067,4280 Main St,Dallas,75238.0,2.5,37,500297,8750.0,IMMEDIATE_OUTREACH,prop_03280,77.00137040945256,65.60854065270341
826,A,93.0,0.067,3486 Main St,Dallas,75230.0,2.4,24,560861,8750.0,IMMEDIATE_OUTREACH,prop_02486,73.12981812111052,61.96153141834589
827,A,93.0,0.067,1778 Main St,Dallas,75214.0,2.5,72,554873,8750.0,IMMEDIATE_OUTREACH,prop_00778,70.53853784787286,66.54826078341038
828,A,93.0,0.067,3351 Main St,Dallas,75249.0,2.4,29,514308,8750.0,IMMEDIATE_OUTREACH,prop_02351,78.26233759238556,61.49896503677066
829,A,93.0,0.067,2530 Main St,Dallas,75253.0,2.5,48,540131,8750.0,IMMEDIATE_OUTREACH,prop_01530,87.93456433264264,64.10884125094425
830,A,93.0,0.067,2985 Main St,Dallas,75249.0,2.4,30,562578,8750.0,IMMEDIATE_OUTREACH,prop_01985,77.4928284250933,63.159462156972126
831,A,93.0,0.067,3164 Main St,Dallas,75220.0,2.5,48,532328,8750.0,IMMEDIATE_OUTREACH,prop_02164,77.89648868215954,63.39308425660746
832,A,93.0,0.067,3155 Main St,Dallas,75202.0,2.4,33,502997,8750.0,IMMEDIATE_OUTREACH,prop_02155,75.659372526127,57.12561733013026
833,A,93.0,0.067,1245 Main St,Dallas,75218.0,2.5,51,572612,8750.0,IMMEDIATE_OUTREACH,prop_00245,78.41182121549826,63.477247801286005
834,A,93.0,0.067,4873 Main St,Dallas,75210.0,2.5,32,566597,8750.0,IMMEDIATE_OUTREACH,prop_03873,81.82078216774683,65.10002377216632
835,A,93.0,0.067,4291 Main St,Dallas,75253.0,2.4,31,500878,8750.0,IMMEDIATE_OUTREACH,prop_03291,84.38478571004418,61.60583021343539
836,A,93.0,0.067,4063 Main St,Dallas,75226.0,2.5,23,502861,8750.0,IMMEDIATE_OUTREACH,prop_03063,72.33843556089735,65.76759687584754
837,A,93.0,0.067,4056 Main St,Dallas,75227.0,2.4,47,512831,8750.0,IMMEDIATE_OUTREACH,prop_03056,73.90250814692027,63.17604573082747
838,A,93.0,0.067,4709 Main St,Dallas,75217.0,2.5,35,503960,8750.0,IMMEDIATE_OUTREACH,prop_03709,81.57678252852159,65.46540420495106
839,A,93.0,0.067,3847 Main St,Dallas,75209.0,2.4,26,528000,8750.0,IMMEDIATE_OUTREACH,prop_02847,79.96748888086165,62.07880967097968
840,A,93.0,0.067,2091 Main St,Dallas,75209.0,2.4,39,526666,8750.0,IMMEDIATE_OUTREACH,prop_01091,88.41357226636948,61.99806932437603
841,A,93.0,0.067,3853 Main St,Dallas,75220.0,2.4,24,556637,8750.0,IMMEDIATE_OUTREACH,prop_02853,86.21365814619871,58.51927370007144
842,A,93.0,0.067,1949 Main St,Dallas,75243.0,2.5,32,511207,8750.0,IMMEDIATE_OUTREACH,prop_00949,87.94171938743668,65.1985763040007
843,A,93.0,0.067,2809 Main St,Dallas,75204.0,2.4,57,517758,8750.0,IMMEDIATE_OUTREACH,prop_01809,76.81223986835116,59.79289349386316
844,A,93.0,0.067,1237 Main St,Dallas,75243.0,2.4,26,554427,8750.0,IMMEDIATE_OUTREACH,prop_00237,81.5007593506468,61.76160089260007
845,A,93.0,0.067,4600 Main St,Dallas,75226.0,2.5,35,522061,8750.0,IMMEDIATE_OUTREACH,prop_03600,77.88595273310713,65.6738150593733
846,A,93.0,0.067,3555 Main St,Dallas,75249.0,2.4,75,554288,8750.0,IMMEDIATE_OUTREACH,prop_02555,79.93667186045698,61.67612396904308
847,A,93.0,0.067,5131 Main St,Dallas,75224.0,2.4,62,522272,8750.0,IMMEDIATE_OUTREACH,prop_04131,84.068459542899,61.15510727756024
848,A,93.0,0.067,4309 Main St,Dallas,75217.0,2.4,47,514975,8750.0,IMMEDIATE_OUTREACH,prop_03309,78.43349320089433,60.87235827441128
849,A,93.0,0.067,1277 Main St,Dallas,75243.0,2.4,33,567077,8750.0,IMMEDIATE_OUTREACH,prop_00277,78.11255728658034,62.1637338282959
850,A,93.0,0.067,3563 Main St,Dallas,75208.0,2.5,26,541443,8750.0,IMMEDIATE_OUTREACH,prop_02563,75.83615656400696,65.04615739098276
851,A,93.0,0.067,3867 Main St,Dallas,75226.0,2.4,28,541904,8750.0,IMMEDIATE_OUTREACH,prop_02867,74.40041600247663,59.86419952600889
852,A,93.0,0.067,3564 Main St,Dallas,75202.0,2.4,54,555016,8750.0,IMMEDIATE_OUTREACH,prop_02564,75.29099957194069,63.23260910717303
853,A,93.0,0.067,3580 Main St,Dallas,75229.0,2.3,26,501841,8750.0,IMMEDIATE_OUTREACH,prop_02580,75.75059419505921,55.5511224431182
854,A,93.0,0.067,4795 Main St,Dallas,75238.0,2.4,55,539019,8750.0,IMMEDIATE_OUTREACH,prop_03795,85.36183504540823,62.32305949159627
855,A,93.0,0.067,3810 Main St,Dallas,75211.0,2.5,48,504310,8750.0,IMMEDIATE_OUTREACH,prop_02810,74.2036413408817,64.22623250108654
856,A,93.0,0.067,1934 Main St,Dallas,75231.0,2.4,61,586718,8750.0,IMMEDIATE_OUTREACH,prop_00934,72.86765439418184,60.1683137380377
857,A,93.0,0.067,4131 Main St,Dallas,75223.0,2.5,30,521675,8750.0,IMMEDIATE_OUTREACH,prop_03131,72.27823338904193,66.63348577666768
858,A,93.0,0.067,2424 Main St,Dallas,75218.0,2.5,69,560457,8750.0,IMMEDIATE_OUTREACH,prop_01424,85.44295902873843,65.0014834792969
859,A,93.0,0.067,3557 Main St,Dallas,75228.0,2.4,23,534628,8750.0,IMMEDIATE_OUTREACH,prop_02557,72.35077587255262,58.73350061825698
860,A,93.0,0.067,1790 Main St,Dallas,75243.0,2.5,48,505249,8750.0,IMMEDIATE_OUTREACH,prop_00790,86.4361862970441,64.9328494637964
861,A,93.0,0.067,4541 Main St,Dallas,75224.0,2.4,55,508130,8750.0,IMMEDIATE_OUTREACH,prop_03541,81.71479970821198,59.7837107555977
862,A,93.0,0.067,1199 Main St,Dallas,75223.0,2.4,33,500284,8750.0,IMMEDIATE_OUTREACH,prop_00199,77.4545510657985,58.321705369667264
863,A,93.0,0.067,3042 Main St,Dallas,75211.0,2.5,34,501879,8750.0,IMMEDIATE_OUTREACH,prop_02042,79.22227279292422,64.93715759320061
864,A,93.0,0.067,4343 Main St,Dallas,75253.0,2.5,44,537102,8750.0,IMMEDIATE_OUTREACH,prop_03343,78.8283340774709,63.55131433582672
865,A,93.0,0.067,3504 Main St,Dallas,75231.0,2.3,39,507331,8750.0,IMMEDIATE_OUTREACH,prop_02504,75.80001090884859,54.78816117105777
866,A,93.0,0.067,3033 Main St,Dallas,75220.0,2.4,70,571424,8750.0,IMMEDIATE_OUTREACH,prop_02033,82.05201266306041,59.88454124999539
867,A,93.0,0.067,4228 Main St,Dallas,75231.0,2.4,45,540264,8750.0,IMMEDIATE_OUTREACH,prop_03228,87.63579762552983,60.71092403698357
868,A,93.0,0.067,2856 Main St,Dallas,75218.0,2.4,24,502443,8750.0,IMMEDIATE_OUTREACH,prop_01856,76.2748348548745,63.30030353316057
869,A,93.0,0.067,1311 Main St,Dallas,75227.0,2.4,43,501629,8750.0,IMMEDIATE_OUTREACH,prop_00311,74.21041166564741,62.68495662489343
870,A,93.0,0.067,4752 Main St,Dallas,75243.0,2.4,62,564351,8750.0,IMMEDIATE_OUTREACH,prop_03752,76.44139225118423,60.1224465114011
871,A,93.0,0.067,3141 Main St,Dallas,75231.0,2.5,28,546176,8750.0,IMMEDIATE_OUTREACH,prop_02141,77.65081746078683,63.41626659552514
872,A,93.0,0.067,4232 Main St,Dallas,75227.0,2.4,38,512632,8750.0,IMMEDIATE_OUTREACH,prop_03232,82.53292982617353,60.11080682635699
